Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
29,Q5030,奥迪,奥迪A6L,倒车的时候不显示雷达影像，雷达也不工作，雷达控制模块是好的，保险丝也是好的。,技师 说 你 测量 一下 雷达 探头 线插 火线 搭铁 是否 正常 车主 说 一个 雷达 探头 不 工作 都 会 引起 挂 倒 档 屏幕 不 显示 吗 老师 技师 说 是 的 车主 说 我 用 手摸 雷达 探头 全部都是 好 的 车主 说 技师 说 摸摸 就 能 知道 雷达 好坏 技师 说 厉害 了 车主 说用 手摸 雷达 并 把 档位 挂 在 倒 档 上 雷达 全部都是 工作 的 车主 说 雷达 如果 是 坏 的 不会 有内 似于 电流 的 那种 感觉 技师 说 你 换个 蜂鸣器 车主 说 蜂鸣器 坏 了 也 会 影响 到 车 没 显示 吗 老师 技师 说 你 的 车带 前后 雷达 还是 只有 后部 车主 说 只有 后部 车主 说 车主 说 连 雷达 按键 都 不带 技师 说 年 的 不是 很 复杂 蜂鸣器 一定 要换 技师 说 最好 测量 一下 雷达 传感器 的 线路 车主 说好 的 车主 说 车主 说 这个 控制面板 不 需要 换 吧 老师 技师 说 先 不要 修 这个 地方 简单 的 方面 排除 一下 车主 说 这个 控制面板 有时候 会 失灵 按键 不起作用 技师 说 如果 你 更换 蜂鸣器 不好 测量 线路 正常 可以 考虑 个 控制面板,根据你的描述，以及沟通情况，检查先更换蜂鸣器，如果不行检查控制单元
30,Q5031,福特,福睿斯,福睿斯保险丝盒图解  中文版,技师 说 福特 技术 总监 为 你 解答 技师 说 你 是 车主 还是 修理店 车主 说 修理店 车主 说 那个 是 起动 继电器 技师 说 车主 手册 上 保险 示意图 的 技师 说 你 拍照 我 给 你 圈 一个 车主 说 手册 不见 了 车主 说 你 能 给 我 中文版 吗 技师 说 我 给 你 拍 下 吧 车主 说好 的 谢谢 了 技师 说 技师 说 技师 说 拍 了 手册 给 你 了 请问 还有 其他 问题 么 车主 说 这款 车 怎么 有时 打不着 呢 点火 马达 没 反应 技师 说 请 关注 我 你 当前 的 问题 已经 解决 咨询 其他 问题 欢迎 发起 一对一 咨询 车主 说 你 给 我 讲 一下 咯 你 发微信 给 我 资料费 到时候 直接 给 你 发微信 技师 说 平台 有 规定 不能 加微信 的 我 也 没 办法 车主 说 那 你 能 给 我 解释一下 我 的 问题 吗 车主 说 为什么 老是 打不着 呢 技师 说 马达 没有 可能性 就是 线路 电脑 继电器 马达 嗯 车主 说 你 能 给 我 这个 保险盒 的 中文 吗 技师 说 不是 拍 给 你 了,已经拍照给修理店
31,Q5032,福特,蒙迪欧-致胜,手刹灯和abs在行驶时有时会同时亮起是怎么回事,技师 说 福特 技术 总监 为 你 解答 技师 说 手刹 灯 和 一起 点亮 一般 是 某个 传感器 有 问题 车主 说 手刹 灯 和 行驶 时 有时 会 同时 亮起 但 息火 后 有 可能 不亮 也 有 可能 还亮 技师 说 你 是 车主 还是 修理店 技师 说 一般 是 某 一个 轮胎 的 轮速 传感器 有 问题 技师 说 车主 就 去 修理店 或者 检测 一下 故障 码 技师 说 才能 确定 故障 的 车主 说 传感器 检查 没 问题 两灯 解不掉 第二天 启动 没有 开 一两 小时 又 会 发现 双灯 又 亮 技师 说 检测 有 故障 码 么 技师 说 没有 故障 码是 不会 点亮 故障 灯 的 车主 说 但 第二天 开 绝对 不亮 技师 说 嗯 这个 灯 故障 点 只有 泵 传感器 轴承 线路 车主 说 就是 开 一会 有 可能 亮 技师 说 你 要 去 测 的 故障 码才 好 进一步 确定 问题 的 技师 说 就 比如 发动机 故障 灯 猜 不到 什么 问题 的 车主 说 什么 地 线 技师 说 哈 你 是 修理店 还是 车主 技师 说 哪里 知道 的 问题 怎么 到 这里 来 了 技师 说 你 在 检测 还是 在 维修 嗯 技师 说 你 在 维修 么,告知客户可能原因进行进一步的排除故障
32,Q5033,福特,蒙迪欧,我的车：福特蒙迪欧2.0经典性2004款、这几天早上、晚上下班、启动时、老是出现起步时熄火显现、怠速1500转、请问是什么原因？,技师 说 福特 技术 总监 为 你 解答 技师 说 有没有 测过 故障 码 车主 说 测过 车主 说 说 过 没 啥 毛病 结果 还是 这样 技师 说 没有 故障 码 技师 说 你 在 哪里 用车 车主 说 所以 才 找 你们 帮忙 找 专业人士 技师 说 没有 检测 到 故障 码 车主 说 没有 技师 说 你 在 哪里 用车 呢 技师 说 热 了 车 在 走 么 车主 说 上班 下班 啊 技师 说 怠速 一直 转 还是 热车 后会 下来 车主 说 这 几天 发现 的 问题 今天下午 下班 的 时候 在 路上 再说 我 多万 发动 车 的 时候 起步 一 松手 闸车 就要 熄火 突突 的 想 技师 说 突突 的 熄火 是 供油 不畅 的 车主 说 再 送 多万 怠速 转 走 了 有 两公里 吧 车 热 了 就 好 了 怠速 车主 说 是 的 车主 说 怠速 车主 说 转 技师 说 氧 传感器 有 问题 或者 发动机 有积 碳 的 或者 油泵 有 问题 技师 说 没有 亮 故障 灯 一般 是 有积 碳 或者 油泵 问题 车主 说 怎么 入手 检查 哪 技师 说测 油压 排除 油泵 嗯 技师 说 拆 进气 岐管 看 有没有 积碳 车主 说 仪器 上 检查 不 出来 嘛 技师 说 对 嗯 车主 说 如果 这两项 排出 那 还要 检查 啥 技师 说 一样 一样 来 检查 嗯 技师 说 只有 去 维修 才能 一步 一步 的 排除 也 有 好多 不可 预料 的 因素 车主 说好 吧 明天 去 修理厂 技师 说好 的 关注 我 有 问题 继续 咨询 我,告知客户一步一步的解决方案
33,Q5034,福特,Mustang,17款中规福特野马 跑了一万六千公里 轮胎都有裂纹 这算是质量问题吗？,技师 说 福特 技术 总监 为 你 解答 车主 说 技师 说 上 看到 了 裂纹 技师 说 在 你 的 保修 手册 上 有 注明 轮胎 保修 多久 的 车主 说店 说 或者 半年 内 车主 说 除了 我 去年 年底 换 的 轮胎 没事 剩下 的 三条 轮胎 都 有 裂纹 技师 说 嗯 所以 您 要 出示 鉴定 报告 嗯 车主 说出 什么 报告 技师 说 轮胎 不是 质量 问题 的 报告 车主 说 他们 会 给 我 出 吗 技师 说会 嗯 车主 说出 了 不是 质量 问题 的 报告 后 有 什么 用 技师 说 其实 轮胎 只能 鉴定 如果 确实 存在 质量 问题 经销商 会 和 轮胎 厂商 沟通 的 只能 一步 一步 走 的,明确告知客户解决方法
34,Q5035,广汽传祺,传祺GA3,空调不制冷，中间两个出风口没风，2014年九月才买的车，怎么回事呢？,技师 说 如果 确定 车辆 空调 温度 已经 调低 开关 打开 这种 情况 还是 不 制冷 的 情况 下 需要 检查一下 空调 系统 是否 缺 氟 中间 不出 风 检查一下 空调 滤芯 是不是 太脏 车主 说 怎么 检查 空调 滤芯 刚换 的 新 的 技师 说 空调 压力表 连接 空调 高低压 接头 看 下 压力 车主 说 才 年 多 的 车 平时 空调 很少 用 不会 这么 快缺 氟 吧 技师 说 这个 不好 说 需要 检查一下 才能 确定,你好，如果确定车辆空调温度已经调低，ac开关打开，这种情况还是不制冷的情况下，需要检查一下空调系统是否缺氟。中间不出风，检查一下空调滤芯是不是太脏？
35,Q5036,别克,君越,别克君威发动机故障灯亮，检查是p1101故障,技师 说 这个 故障 码是 车辆 氧 传感器 的 故障 码 这种 情况 需要 重点 检查一下 传感器 的 插头 是否 虚连 传感器 本身 是否 有 问题 车主 说 我 从 网上 查是 空气 流量计 技师 说 刚才 是 通用 的 故障 码 我 查询 一下 别克 的 技师 说 进气 系统 性能 这个 故障 一般 都 是 节气门 太脏 或者 是 积碳 问题 造成 的 建议 去 修理厂 清洗 一下 节气门 和 进气道 的 积碳 然后 匹配 一下 节气门 车主 说 都 都 洗过 了 技师 说 这种 故障 大多数 都 是 清洗 节气门 然后 匹配 一下 节气门 问题 就 可以 解决,这个故障一般都是节气门太脏或者是积碳问题造成的，建议去修理厂清洗一下节气门和进气道的积碳，然后匹配一下节气门。
36,Q5037,大众,高尔夫,空调无法制冷通常是什么情况,技师 说 车辆 的 空调 不 制冷 大多数 情况 都 是 空调 系统 缺 氟 造成 的 这种 情况 可以 去 修理厂 通过 相关 的 设备 检测 一下 空调 系统 高压 和 低压 的 压力 进行 判断 车主 说好 的,车辆的空调不制冷，大多数情况都是空调系统缺氟造成的，这种情况可以去修理厂通过相关的设备检测一下空调系统高压和低压的压力进行判断。
37,Q5038,江淮,瑞风,江淮瑞风7座商务车发动机大修，瞠缸等大概要多少钱？,技师 说 江淮 瑞风 这款 车 如果 是 进行 大修 镗 缸 连 上 配件 加上 工时 全部 下来 费用 大概 在 左右,江淮瑞风这款车如果是进行大修镗缸。连上配件加上工时全部下来，费用大概在6000左右。
38,Q5039,奇瑞,瑞虎3,16款的奇瑞瑞虎3可以改电动涡轮增压吗？什么样的涡轮能合适,技师 说 瑞虎 三 可以 改装 电动 涡轮 增压器 的 没有 任何 问题 电动 涡轮 增压器 这个 是 配 的 车型 都 是 比较 广 的 一般 都 可以 进行 通用 安装 的 车主 说 安装 是 没 问题 是不是 对 发动机 有 严重 的 磨损 或者 损坏 车主 说瑞虎 的 压缩比 我 看 比 别的 车型 都 要 高 曲轴 承载 的 压力 也 会 相应 的 增强 吧 车主 说 现在 我 想 知道 的 是 安装 电动 涡轮 增压 会 不会 对 发动机 有坏 的 影响 大不大 改装 还 需要 注意 什么 技师 说 影响 并不大 提升 的 动力性 在 发动机舱 可 承受 范围 之内 车主 说好 的 谢谢 车主 说 对 了 就 光加个 电动 涡轮 就行 吗 别的 不 需要 改 吧 火花塞 什么 缸线 排气 啥 的 技师 说 别的 不 需要 改 的 如果 是 大改 的话 就 没有 什么 必要 了 车主 说好 嘞 能 提升 一点 动力 就行 自然 吸气 的 改 完能 达到 多少 大概 技师 说 提升 到 左右 相当于 的 动力性 吧 车主 说 那 就 行 谢谢 了,你好，瑞虎三可以改装电动涡轮增压器的没有任何问题，电动涡轮增压器，这个是配的车型都是比较广的，一般都可以进行通用安装的。
39,Q5040,东风风神,东风风神L60,汽修厂说我车子气缸坏了，是我车子停在坡上，吃在1挡里，向后退了下就把气缸搞坏了,技师 说 这个 是 造不出 气缸 损坏 的 该车 现在 什么 情况 车主 说头 天才 在 这 修理厂 修换 过 气缸 的 开 了 半天 停 在 哪里 第二天 又 打 不然 了 到 他 这里 来 检查 气缸 又坏了 车主 说 车主 说 技师 说 这个 是 维修 不 到位 造成 的 损坏 技师 说 可以 要求 从 新 进行 维修 车主 说 上次 就 全部 换 了 的 半天 又坏了 他们 还 说 是 我 的 责任 技师 说 这个 可能 维修 不 到位 造成 的 技师 说 发动机 哪有 那么 容易 损坏 的 车主 说 他们 的 解释 是 我 停车 停 在 斜坡 上息 了 火把 档位 挂 在 挡 车子 向 后退 了 一点 气门 就 被 顶 坏 了 车主 说 车子 修 了 气门 对 发动机 有 多 大 影响 哦 师傅 车主 说 他们 说 有 几款 车 都 容易 出现 这个 问题 技师 说 这个 怎么 可能 只要 正时 对 在 怎么 退 也 造 不成 气门 损坏 技师 说 只要 维修 到位 是 没有 影响 的 技师 说 气门 维修 不 到位 就 会 造成 缸 压 不足 工作 不良 车主 说 哦 谢谢 都 不 知道 他们 是 怎么 修 的 技师 说 不用 客气 的,这个不会造成的   还是原来没有维修到位未安装好造成
40,Q5041,一汽,森雅M80,一汽森雅M80点火线圈不点火    喷油醉不喷油    是什么问题,技师 说 该车 维修 过 什么 车主 说 车主 说 技师 说 检查 插头 是否 插错 技师 说 电脑 读取 有没有 故障 信息 车主 说 技师 说 这个 没有 影响 技师 说 从 新 检查一下 保险丝 有没有 损坏 的 车主 说 技师 说 曲轴 位置 传感器 是否 损坏 车主 说 车主 说 感觉 有点 头疼 技师 说 发动机 是 更换 的 新 的 还是 维修 过 的 技师 说 曲轴 感应 齿圈 是否 装饭 该车 很 容易 装反 的 车主 说 车主 说 视频 技师 说 这个 是 曲轴 位置 感应 齿圈 很 容易 装反 就 会 出现 这种 情况 车主 说 还有 我 想 问 一下 这个 正反 怎么 区分 呢 我 拍 张 照片 给 你 看看 车主 说 车主 说 技师 说 带 字母 的 这个 面 朝外 车主 说好 我 拆开 看看 技师 说好 的 车主 说 视频 车主 说 视频 车主 说 车主 说 车主 说 在 吗 技师 说 不好意思 昨天 下班 了 技师 说 不 一样 就是 问题 更换 原来 的,检修曲轴位置传感器感应齿圈是否装反或者不一样
41,Q5042,哈飞,赛豹III,我的车1.6L手动挡，就是开任何灯的时候（我能看到的室内灯，前大灯）灯光是忽闪忽闪的闪烁，感觉像电压不稳（原地怠速时也是灯光忽闪）最初我以为是发电机或者皮带的事，去电气查了几回，测量后告诉我发电正常没问题??，而且车每次启动时怠速指针都是穿到2300转再下来，行驶的时候每回减速收油或者要停车时怠速指针反倒上扬两三个小格。（不久前因为这个毛病我换了正厂装车的阀体节气门和怠速电机总成）还有我车是后改的五门遥控锁（四门+后备箱），再就是偶尔开车时发电机皮带会响几秒或十几秒后就不响了，另外每回升降车窗、开音响、暖风、开大灯时怠速指针都会下摆两三格再回来，以上所有症状发生时我能感觉到发动机转速忽高忽低的变化……我拍了仪表视频但传不上来，应该是此页面不支持视频。多谢??各位大师请给予指教……,技师 说 根据 您 的 描述 前面 这个 情况 是 发电机 调节 电压 不 稳 造成 的 需要 检查 更换 发电机 的 调节器 或者 发电机 总成 后面 的 情况 和 发电机 电压 不稳 也 是 有 关系 的 先 把 电压 不 稳 解决 了 车主 说 但是 我 去 电器 修理 说 测量 发电机 没 问题 呢 技师 说 根据 您 的 描述 发电机 电压 不 稳 应该 使用 万用表 检查 发电机 的 电压 可以 检查 出来 的 建议您 多到 一个 地方 去 检查 车主 说 有 的 电器 说 是 打铁 不好 的 原因 技师 说 这样 的 情况 我 遇到 过 更换 发电机 总成 解决问题 技师 说 如果 真的 是 打铁 不好 的话 检查 修复 就 可以 了 车主 说 说实话 谁 的 病 谁 最 只 知道 了 我 的 感觉 就 一直 是 发电机 的 事 我 总想 换 一个 新 发电机 因为 发电机 里 有 两个 部件 整流 二极管 发电机 调节器 我 觉得 和 此 症状 相关 您 说 对 吧 技师 说 对 技师 说 车主 说 谢谢 我 去 换 发电机 估计 就 解决 我 这 心病 了 搞 得 我 天天 为 这 闹心 车主 说 我 在 网上 配件 看到 有 卖 这 发电机 里 的 二极管 和 调节器 的 我 可不可以 买来 去 电器 拆开 发电机 更换 一下 部件 还是 买 一个 正厂 发电机 总成 呢 技师 说 技师 说 车主 说好 的 就 这么 办 多谢 技师 说 不 客气 车主 说 谢谢 啊 早安 技师 说 技师 说 早安 车主 说 嗯 嗯 技师 说,根据您的描述，您说的这个情况和发电机电压不稳是有关系的，需要到修理厂检查发电机的电压，一般在13.5v到14.5v之间，稳定电压为正常，发现异常更换发电机调节器，或者发电机总成，建议更换总成一次搞定，然后再调取故障码 调取数据流 '针对排除故障
